Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
930.0,60.0,RL,,13006.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997.0,1997.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,964.0,964.0,GasA,Gd,Y,SBrkr,993.0,1243.0,0.0,2236.0,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,642.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11,2006.0,WD,Normal,222000.0
931.0,20.0,RL,73.0,8925.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1450.0,1466.0,GasA,Ex,Y,SBrkr,1466.0,0.0,0.0,1466.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,3,610.0,TA,TA,Y,100.0,18.0,0.0,0.0,0.0,0.0,,,,0.0,7,2009.0,WD,Normal,201000.0
932.0,20.0,RL,70.0,9100.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965.0,1965.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,338.0,Rec,466.0,121.0,925.0,GasA,Ex,Y,SBrkr,925.0,0.0,0.0,925.0,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1965.0,Unf,1,429.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,7,2009.0,WD,Normal,117500.0
933.0,20.0,RL,84.0,11670.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006.0,2006.0,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1905.0,1905.0,GasA,Ex,Y,SBrkr,1905.0,0.0,0.0,1905.0,0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,788.0,TA,TA,Y,0.0,191.0,0.0,0.0,0.0,0.0,,,,0.0,3,2007.0,WD,Normal,320000.0
934.0,20.0,RL,63.0,8487.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1480.0,1500.0,GasA,Ex,Y,SBrkr,1500.0,0.0,0.0,1500.0,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2,570.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,8,2009.0,WD,Normal,190000.0
935.0,20.0,RL,313.0,27650.0,Pave,,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960.0,2007.0,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,425.0,Unf,0.0,160.0,585.0,GasA,Ex,Y,SBrkr,2069.0,0.0,0.0,2069.0,1,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2,505.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11,2008.0,WD,Normal,242000.0
936.0,30.0,RL,52.0,5825.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926.0,1953.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,Y,SBrkr,747.0,0.0,0.0,747.0,0,0,1,0,1,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2,528.0,TA,TA,Y,0.0,0.0,32.0,0.0,0.0,0.0,,,,0.0,6,2006.0,WD,Normal,79900.0
937.0,20.0,RL,67.0,10083.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200.0,0.0,0.0,1200.0,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2003.0,RFn,2,555.0,TA,TA,Y,0.0,41.0,0.0,0.0,0.0,0.0,,,,0.0,8,2009.0,WD,Normal,184900.0
938.0,60.0,RL,75.0,9675.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,341.0,Unf,0.0,772.0,1113.0,GasA,Ex,Y,SBrkr,1113.0,858.0,0.0,1971.0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2,689.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,2,2009.0,WD,Normal,253000.0
939.0,60.0,RL,73.0,8760.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464.0,Unf,0.0,927.0,1391.0,GasA,Ex,Y,SBrkr,1391.0,571.0,0.0,1962.0,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,868.0,TA,TA,Y,0.0,90.0,0.0,0.0,0.0,0.0,,,,0.0,8,2006.0,New,Partial,239799.0
940.0,70.0,RL,,24090.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1032.0,1032.0,GasA,Ex,Y,SBrkr,1207.0,1196.0,0.0,2403.0,0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1,349.0,TA,TA,Y,56.0,0.0,318.0,0.0,0.0,0.0,,,,0.0,6,2010.0,COD,Normal,244400.0
941.0,90.0,RL,55.0,12640.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,936.0,LwQ,396.0,396.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0.0,1728.0,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1976.0,Unf,2,574.0,TA,TA,Y,40.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7,2006.0,WD,Normal,150900.0
942.0,60.0,RL,,8755.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,No,ALQ,772.0,Unf,0.0,220.0,992.0,GasA,Ex,Y,SBrkr,1022.0,1038.0,0.0,2060.0,1,0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2,390.0,TA,TA,Y,0.0,0.0,0.0,168.0,0.0,0.0,,GdPrv,,0.0,6,2009.0,WD,Normal,214000.0
943.0,90.0,RL,42.0,7711.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977.0,1977.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440.0,Unf,0.0,0.0,1440.0,GasA,TA,Y,SBrkr,1440.0,0.0,0.0,1440.0,2,0,2,0,4,2,TA,8,Typ,0,,,,,0,0.0,,,N,321.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8,2007.0,Oth,Abnorml,150000.0
944.0,90.0,RL,100.0,25000.0,Pave,,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967.0,1967.0,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1632.0,1632.0,GasA,TA,Y,SBrkr,1632.0,0.0,0.0,1632.0,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1967.0,Unf,2,576.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2007.0,WD,Normal,143000.0
945.0,20.0,RL,,14375.0,Pave,,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958.0,1958.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,TA,TA,No,GLQ,111.0,Rec,354.0,354.0,819.0,GasA,Gd,Y,FuseA,1344.0,0.0,0.0,1344.0,0,1,1,0,3,1,Gd,7,Typ,1,Gd,Basment,1958.0,RFn,2,525.0,TA,TA,Y,0.0,118.0,0.0,0.0,233.0,0.0,,,,0.0,1,2009.0,COD,Abnorml,137500.0
946.0,50.0,RM,98.0,8820.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890.0,1996.0,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088.0,Unf,0.0,0.0,1088.0,GasA,TA,Y,SBrkr,1188.0,561.0,120.0,1869.0,0,0,1,0,2,1,TA,7,Typ,0,,Detchd,1963.0,Unf,2,456.0,TA,TA,Y,48.0,0.0,244.0,0.0,0.0,0.0,,MnWw,,0.0,9,2009.0,WD,Normal,124900.0
947.0,80.0,RL,70.0,8163.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959.0,1959.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,TA,Y,SBrkr,1144.0,0.0,0.0,1144.0,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1959.0,RFn,1,796.0,TA,TA,Y,86.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,2006.0,WD,Normal,143000.0
948.0,20.0,RL,85.0,14536.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002.0,2003.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,316.0,1616.0,GasA,Ex,Y,SBrkr,1629.0,0.0,0.0,1629.0,1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3,808.0,TA,TA,Y,0.0,252.0,0.0,0.0,0.0,0.0,,,,0.0,11,2007.0,WD,Normal,270000.0
949.0,60.0,RL,65.0,14006.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936.0,840.0,0.0,1776.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2,474.0,TA,TA,Y,144.0,96.0,0.0,0.0,0.0,0.0,,,,0.0,2,2006.0,WD,Normal,192500.0
950.0,20.0,RL,78.0,9360.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972.0,2006.0,Hip,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,982.0,Unf,0.0,179.0,1161.0,GasA,TA,Y,SBrkr,1381.0,0.0,0.0,1381.0,1,0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2,676.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,2010.0,WD,Normal,197500.0
951.0,20.0,RL,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950.0,2002.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,398.0,BLQ,149.0,317.0,864.0,GasA,Gd,Y,SBrkr,864.0,0.0,0.0,864.0,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1980.0,RFn,2,720.0,TA,TA,Y,194.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7,2007.0,WD,Normal,129000.0
952.0,20.0,RH,60.0,7800.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965.0,1965.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,641.0,Unf,0.0,187.0,828.0,GasA,Gd,Y,SBrkr,965.0,0.0,0.0,965.0,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1979.0,Unf,1,300.0,TA,TA,Y,421.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,7,2006.0,WD,Abnorml,119900.0
953.0,85.0,RL,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972.0,2003.0,Gable,CompShg,WdShing,HdBoard,,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660.0,Unf,0.0,108.0,768.0,GasA,Gd,Y,SBrkr,768.0,0.0,0.0,768.0,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1974.0,Fin,1,396.0,TA,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,4,2009.0,WD,Normal,133900.0
954.0,60.0,RL,,11075.0,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969.0,1969.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,562.0,LwQ,193.0,29.0,784.0,GasA,Ex,Y,SBrkr,1168.0,800.0,0.0,1968.0,0,1,2,1,4,1,TA,7,Min2,1,Po,Attchd,1969.0,RFn,2,530.0,TA,TA,Y,305.0,189.0,0.0,0.0,0.0,0.0,,MnPrv,Shed,400.0,9,2008.0,WD,Normal,172000.0
955.0,90.0,RL,35.0,9400.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975.0,1975.0,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945.0,Unf,0.0,0.0,945.0,GasA,TA,Y,SBrkr,980.0,0.0,0.0,980.0,0,2,2,0,4,0,TA,4,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10,2006.0,WD,AdjLand,127500.0
956.0,90.0,RH,82.0,7136.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,TA,TA,CBlock,Gd,TA,No,Rec,484.0,Unf,0.0,495.0,979.0,GasA,TA,N,FuseF,979.0,979.0,0.0,1958.0,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1946.0,Unf,2,492.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8,2007.0,WD,Normal,145000.0
957.0,160.0,RM,24.0,1300.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980.0,1980.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0.0,276.0,561.0,GasA,TA,Y,SBrkr,561.0,668.0,0.0,1229.0,0,0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2,462.0,TA,TA,Y,150.0,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,5,2009.0,WD,Normal,124000.0
958.0,20.0,RL,70.0,7420.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962.0,1962.0,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,0.0,640.0,1057.0,GasA,TA,Y,SBrkr,1057.0,0.0,0.0,1057.0,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1977.0,Fin,2,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4,2007.0,WD,Normal,132000.0
959.0,20.0,RL,65.0,8450.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,699.0,Unf,0.0,638.0,1337.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0.0,1337.0,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2,531.0,TA,TA,Y,0.0,39.0,0.0,0.0,0.0,0.0,,,,0.0,10,2007.0,WD,Normal,185000.0
960.0,160.0,FV,24.0,2572.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999.0,1999.0,Hip,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,604.0,Unf,0.0,92.0,696.0,GasA,Ex,Y,SBrkr,696.0,720.0,0.0,1416.0,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999.0,Unf,2,484.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,,,,0.0,5,2010.0,WD,Normal,155000.0
961.0,20.0,RL,50.0,7207.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958.0,2008.0,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696.0,Unf,0.0,162.0,858.0,GasA,Gd,Y,SBrkr,858.0,0.0,0.0,858.0,1,0,1,0,2,1,TA,4,Typ,0,,,,,0,0.0,,,Y,117.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2,2010.0,WD,Normal,116500.0
962.0,60.0,RL,,12227.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977.0,1995.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,TA,Gd,CBlock,Gd,Gd,No,ALQ,896.0,Unf,0.0,434.0,1330.0,GasA,TA,Y,SBrkr,1542.0,1330.0,0.0,2872.0,1,0,2,1,4,1,TA,11,Typ,1,TA,Attchd,1977.0,Fin,2,619.0,TA,TA,Y,550.0,282.0,0.0,0.0,0.0,0.0,,,,0.0,7,2008.0,WD,Normal,272000.0
963.0,160.0,RL,24.0,2308.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976.0,1976.0,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,556.0,Unf,0.0,248.0,804.0,GasA,TA,Y,SBrkr,804.0,744.0,0.0,1548.0,1,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1976.0,Unf,2,440.0,TA,TA,Y,48.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7,2007.0,WD,Normal,155000.0
964.0,20.0,RL,122.0,11923.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,Ex,Y,SBrkr,1800.0,0.0,0.0,1800.0,0,0,2,0,2,1,Ex,7,Typ,0,,Attchd,2007.0,Fin,2,702.0,TA,TA,Y,288.0,136.0,0.0,0.0,0.0,0.0,,,,0.0,5,2009.0,WD,Normal,239000.0
965.0,60.0,RL,80.0,11316.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,Unf,0.0,193.0,817.0,GasA,Ex,Y,SBrkr,824.0,1070.0,0.0,1894.0,1,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2,510.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,2,2010.0,WD,Normal,214900.0
966.0,60.0,RL,65.0,10237.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,Y,SBrkr,783.0,701.0,0.0,1484.0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,393.0,TA,TA,Y,0.0,72.0,0.0,0.0,0.0,0.0,,,,0.0,7,2007.0,New,Partial,178900.0
967.0,50.0,RL,130.0,9600.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428.0,Unf,0.0,300.0,728.0,GasA,Ex,Y,SBrkr,976.0,332.0,0.0,1308.0,1,0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940.0,Unf,1,256.0,TA,TA,Y,0.0,70.0,0.0,0.0,0.0,0.0,,,,0.0,6,2009.0,WD,Normal,160000.0
968.0,20.0,RL,,7390.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955.0,1955.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,902.0,Unf,0.0,196.0,1098.0,GasA,TA,Y,SBrkr,1098.0,0.0,0.0,1098.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1,260.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7,2008.0,WD,Normal,135000.0
969.0,50.0,RM,50.0,5925.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910.0,1950.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,Grav,Fa,N,SBrkr,600.0,368.0,0.0,968.0,0,0,1,0,2,1,TA,6,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,5,2009.0,WD,Abnorml,37900.0
970.0,190.0,RL,75.0,10382.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,6,5,1958.0,1958.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,513.0,Unf,0.0,75.0,588.0,GasA,TA,Y,SBrkr,1095.0,0.0,0.0,1095.0,1,0,1,0,2,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,2006.0,ConLD,Normal,140000.0
971.0,50.0,RL,60.0,10800.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,FuseA,720.0,472.0,0.0,1192.0,0,0,1,1,4,1,TA,6,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12,2006.0,WD,Abnorml,135000.0
972.0,160.0,RL,36.0,2268.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003.0,2004.0,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,567.0,Unf,0.0,197.0,764.0,GasA,Ex,Y,SBrkr,764.0,862.0,0.0,1626.0,0,0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2,474.0,TA,TA,Y,0.0,27.0,0.0,0.0,0.0,0.0,,,,0.0,7,2009.0,WD,Normal,173000.0
973.0,120.0,RL,55.0,7892.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918.0,0.0,0.0,918.0,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1,264.0,TA,TA,Y,28.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4,2010.0,WD,Normal,99500.0
974.0,20.0,FV,95.0,11639.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007.0,2008.0,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1428.0,1428.0,GasA,Ex,Y,SBrkr,1428.0,0.0,0.0,1428.0,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,480.0,TA,TA,Y,0.0,120.0,0.0,0.0,0.0,0.0,,,,0.0,12,2008.0,New,Partial,182000.0
