Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
971.0,50.0,RL,60.0,10800.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4.0,4.0,1949.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,FuseA,720.0,472.0,0.0,1192.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,6.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2006.0,WD,Abnorml,135000.0
972.0,160.0,RL,36.0,2268.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,567.0,Unf,0.0,197.0,764.0,GasA,Ex,Y,SBrkr,764.0,862.0,0.0,1626.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0.0,27.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,173000.0
973.0,120.0,RL,55.0,7892.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1979.0,1979.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918.0,0.0,0.0,918.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1979.0,Unf,1.0,264.0,TA,TA,Y,28.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD,Normal,99500.0
974.0,20.0,FV,95.0,11639.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2008.0,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1428.0,1428.0,GasA,Ex,Y,SBrkr,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2007.0,Fin,2.0,480.0,TA,TA,Y,0.0,120.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2008.0,New,Partial,182000.0
975.0,70.0,RL,60.0,11414.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7.0,8.0,1910.0,1993.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,TA,N,SBrkr,1136.0,883.0,0.0,2019.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,8.0,Typ,0.0,,Detchd,1997.0,Unf,2.0,532.0,TA,TA,Y,509.0,135.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,10.0,2009.0,WD,Normal,167500.0
976.0,160.0,FV,,2651.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7.0,5.0,2000.0,2000.0,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,Unf,0.0,32.0,673.0,GasA,Ex,Y,SBrkr,673.0,709.0,0.0,1382.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Detchd,2000.0,Unf,2.0,490.0,TA,TA,Y,153.0,50.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD,Normal,165000.0
977.0,30.0,RL,51.0,5900.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4.0,7.0,1923.0,1958.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,TA,Y,FuseA,869.0,0.0,0.0,869.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,WD,Normal,85500.0
978.0,120.0,FV,35.0,4274.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,1106.0,Unf,0.0,135.0,1241.0,GasA,Ex,Y,SBrkr,1241.0,0.0,0.0,1241.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,4.0,Typ,0.0,,Attchd,2007.0,Fin,2.0,569.0,TA,TA,Y,0.0,116.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,New,Partial,199900.0
979.0,20.0,RL,68.0,9450.0,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1954.0,1954.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,552.0,Unf,0.0,342.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1999.0,Unf,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,WD,Abnorml,110000.0
980.0,20.0,RL,80.0,8816.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,6.0,1963.0,1963.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,TA,Y,SBrkr,1121.0,0.0,0.0,1121.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1963.0,Unf,2.0,480.0,TA,TA,Y,0.0,80.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2009.0,WD,Normal,139000.0
981.0,85.0,RL,,12122.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7.0,9.0,1961.0,2007.0,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867.0,Unf,0.0,77.0,944.0,GasA,Gd,Y,SBrkr,999.0,0.0,0.0,999.0,1.0,0.0,1.0,0.0,3.0,1.0,Ex,6.0,Typ,0.0,,Attchd,1961.0,RFn,2.0,588.0,TA,TA,Y,144.0,76.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD,Normal,178400.0
982.0,60.0,RL,98.0,12203.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1998.0,1999.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,Gd,TA,PConc,Gd,TA,No,GLQ,854.0,Unf,0.0,371.0,1225.0,GasA,Ex,Y,SBrkr,1276.0,1336.0,0.0,2612.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1998.0,Fin,3.0,676.0,TA,TA,Y,250.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,336000.0
983.0,20.0,RL,43.0,3182.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266.0,0.0,0.0,1266.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD,Normal,159895.0
984.0,60.0,RL,,11250.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2002.0,2002.0,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1128.0,1128.0,GasA,Ex,Y,SBrkr,1149.0,1141.0,0.0,2290.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,2002.0,Unf,2.0,779.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD,Normal,255900.0
985.0,90.0,RL,75.0,10125.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1302.0,432.0,0.0,1734.0,0.0,0.0,2.0,0.0,4.0,2.0,Gd,8.0,Typ,0.0,,Attchd,1977.0,Unf,2.0,539.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,COD,Normal,126000.0
986.0,190.0,RL,68.0,10880.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5.0,5.0,1950.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,0.0,124.0,1164.0,GasW,TA,N,SBrkr,1164.0,0.0,0.0,1164.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,ConLD,Normal,125000.0
987.0,50.0,RM,59.0,5310.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6.0,8.0,1910.0,2003.0,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,485.0,485.0,GasA,Gd,Y,SBrkr,1001.0,634.0,0.0,1635.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,1950.0,Unf,1.0,255.0,Fa,TA,Y,394.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,117000.0
988.0,20.0,RL,83.0,10159.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.0,5.0,2009.0,2010.0,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1646.0,Unf,0.0,284.0,1930.0,GasA,Ex,Y,SBrkr,1940.0,0.0,0.0,1940.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2010.0,Fin,3.0,606.0,TA,TA,Y,168.0,95.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,New,Partial,395192.0
989.0,60.0,RL,,12046.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156.0,Unf,0.0,692.0,848.0,GasA,TA,Y,SBrkr,1118.0,912.0,0.0,2030.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1976.0,Fin,2.0,551.0,TA,TA,Y,0.0,224.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Normal,195000.0
990.0,60.0,FV,65.0,8125.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,770.0,770.0,GasA,Ex,Y,SBrkr,778.0,798.0,0.0,1576.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2006.0,RFn,2.0,614.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,New,Partial,197000.0
991.0,60.0,RL,82.0,9452.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,423.0,Gd,TA,PConc,Gd,TA,No,GLQ,1074.0,Unf,0.0,322.0,1396.0,GasA,Ex,Y,SBrkr,1407.0,985.0,0.0,2392.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1997.0,Fin,3.0,870.0,TA,TA,Y,0.0,70.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,348000.0
992.0,70.0,RM,121.0,17671.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,8.0,9.0,1882.0,1986.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,TA,TA,No,BLQ,216.0,Unf,0.0,700.0,916.0,GasA,Gd,Y,SBrkr,916.0,826.0,0.0,1742.0,0.0,0.0,1.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1925.0,Unf,2.0,424.0,TA,TA,P,0.0,169.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2009.0,WD,Normal,168000.0
993.0,60.0,RL,80.0,9760.0,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6.0,8.0,1964.0,1993.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,TA,Gd,BLQ,536.0,Rec,117.0,169.0,822.0,GasA,Gd,Y,SBrkr,1020.0,831.0,0.0,1851.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Fa,Attchd,1964.0,RFn,2.0,440.0,TA,TA,Y,239.0,42.0,0.0,0.0,0.0,0.0,,MnWw,,0.0,7.0,2007.0,WD,Normal,187000.0
994.0,60.0,RL,68.0,8846.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,750.0,750.0,GasA,Ex,Y,SBrkr,750.0,750.0,0.0,1500.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,New,Partial,173900.0
995.0,20.0,RL,96.0,12456.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2006.0,2007.0,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172.0,Unf,0.0,528.0,1700.0,GasA,Ex,Y,SBrkr,1718.0,0.0,0.0,1718.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,786.0,TA,TA,Y,216.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,337500.0
996.0,50.0,RL,51.0,4712.0,Pave,,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,4.0,7.0,1946.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,363.0,747.0,GasA,TA,Y,SBrkr,774.0,456.0,0.0,1230.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1946.0,Unf,1.0,305.0,TA,TA,Y,0.0,57.0,0.0,0.0,63.0,0.0,,MnPrv,,0.0,8.0,2006.0,WD,Abnorml,121600.0
997.0,20.0,RL,,10659.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1961.0,1961.0,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,915.0,Unf,0.0,135.0,1050.0,GasA,TA,Y,SBrkr,1050.0,0.0,0.0,1050.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1961.0,Unf,1.0,368.0,TA,TA,Y,0.0,319.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2006.0,COD,Normal,136500.0
998.0,20.0,RL,,11717.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6.0,6.0,1970.0,1970.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1442.0,1442.0,GasA,TA,Y,SBrkr,1442.0,0.0,0.0,1442.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1970.0,RFn,2.0,615.0,TA,TA,Y,371.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2009.0,WD,Normal,185000.0
999.0,30.0,RM,60.0,9786.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3.0,4.0,1922.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1007.0,1007.0,GasA,Fa,N,SBrkr,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1922.0,Unf,1.0,210.0,TA,Fa,P,0.0,100.0,48.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD,Normal,91000.0
1000.0,20.0,RL,64.0,6762.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,Gd,TA,PConc,Gd,TA,Av,GLQ,686.0,Unf,0.0,501.0,1187.0,GasA,Ex,Y,SBrkr,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2006.0,RFn,2.0,632.0,TA,TA,Y,105.0,61.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2010.0,WD,Normal,206000.0
1001.0,20.0,RL,74.0,10206.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3.0,3.0,1952.0,1952.0,Flat,Tar&Grv,BrkComm,Brk Cmn,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasW,Fa,N,FuseF,944.0,0.0,0.0,944.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Min1,0.0,,Detchd,1956.0,Unf,2.0,528.0,TA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,82000.0
1002.0,30.0,RL,60.0,5400.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,6.0,1920.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,691.0,691.0,GasA,Ex,Y,FuseA,691.0,0.0,0.0,691.0,0.0,0.0,1.0,0.0,2.0,1.0,Ex,4.0,Typ,0.0,,Detchd,1920.0,Unf,1.0,216.0,Fa,TA,N,0.0,20.0,94.0,0.0,0.0,0.0,,,,0.0,1.0,2007.0,WD,Abnorml,86000.0
1003.0,20.0,RL,75.0,11957.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1550.0,1574.0,GasA,Ex,Y,SBrkr,1574.0,0.0,0.0,1574.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,824.0,TA,TA,Y,144.0,104.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD,Normal,232000.0
1004.0,90.0,RL,,11500.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5.0,6.0,1976.0,1976.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1680.0,1680.0,GasA,Fa,Y,SBrkr,1680.0,0.0,0.0,1680.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,,Detchd,1976.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Normal,136905.0
1005.0,120.0,RL,43.0,3182.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,Ex,Y,SBrkr,1504.0,0.0,0.0,1504.0,0.0,0.0,2.0,0.0,1.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,457.0,TA,TA,Y,156.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Normal,181000.0
1006.0,80.0,RL,65.0,8385.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5.0,8.0,1977.0,1977.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595.0,Unf,0.0,390.0,985.0,GasA,TA,Y,SBrkr,985.0,0.0,0.0,985.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1977.0,Unf,1.0,328.0,TA,TA,Y,210.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2008.0,WD,Normal,149900.0
1007.0,20.0,RL,,12155.0,Pave,,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6.0,3.0,1970.0,1970.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,1237.0,Unf,0.0,420.0,1657.0,GasA,Gd,Y,SBrkr,1657.0,0.0,0.0,1657.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1970.0,Unf,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,147.0,0.0,,,,0.0,3.0,2007.0,WD,Normal,163500.0
1008.0,160.0,RM,21.0,2217.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4.0,4.0,1970.0,1970.0,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,273.0,LwQ,273.0,0.0,546.0,GasA,TA,Y,SBrkr,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1970.0,RFn,1.0,286.0,TA,TA,Y,238.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD,Normal,88000.0
1009.0,20.0,RL,43.0,12118.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2005.0,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1710.0,1710.0,GasA,Ex,Y,SBrkr,1710.0,0.0,0.0,1710.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2004.0,Fin,2.0,550.0,TA,TA,Y,100.0,48.0,0.0,0.0,180.0,0.0,,,,0.0,4.0,2009.0,WD,Normal,240000.0
1010.0,50.0,RL,60.0,6000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1926.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Ex,Y,SBrkr,1008.0,0.0,514.0,1522.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,,,,,0.0,0.0,,,P,0.0,0.0,138.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,102000.0
1011.0,50.0,RL,115.0,21286.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1948.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,Y,SBrkr,720.0,551.0,0.0,1271.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1948.0,Unf,1.0,312.0,TA,TA,Y,0.0,0.0,108.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD,Normal,135000.0
